IDCode,SiteCode,RefCode,BatGenus,BatSpecies,CurrentBatSpecies,TrophicGuild,PlantFamily,PlantGenus,PlantSpecies,CurrentPlantSpecies,LifeForm,SuccessionalStage,Interaction,Weight
BPI0146,BPA014,BPR013,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper aequale,Piper aequale,Shrub,Early,Frugivory,1
BPI0147,BPA014,BPR013,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper cordulatum,Piper cordulatum,Shrub,Late,Frugivory,11
BPI0148,BPA014,BPR013,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper marginatum,Piper marginatum,Shrub,Early,Frugivory,3
BPI0149,BPA014,BPR013,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper reticulatum,Piper reticulatum,Shrub,Early,Frugivory,7
BPI0150,BPA014,BPR013,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper 109,Piper sp.1,Shrub,NA,Frugivory,6
BPI0151,BPA014,BPR013,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Solanaceae,Solanum,Solanum hayesii,Solanum hayesii,Tree,Early,Frugivory,9
BPI0152,BPA014,BPR013,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper 114,Piper sp.2,Shrub,NA,Frugivory,2
BPI0153,BPA014,BPR013,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper 116,Piper sp.3,Shrub,NA,Frugivory,1
BPI0154,BPA014,BPR013,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper 120,Piper sp.4,Shrub,NA,Frugivory,3
BPI0155,BPA014,BPR013,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper 150,Piper sp.5,Shrub,NA,Frugivory,2
BPI0156,BPA014,BPR013,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Hypericaceae,Vismia,Vismia 2,Vismia sp.2,Tree,Early,Frugivory,2
BPI0157,BPA014,BPR013,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Solanaceae,Markea,Markea panamensis,Markea panamensis,Shrub,Early,Frugivory,5
BPI0158,BPA014,BPR013,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Unidentified,Unidentified,Unknown 125,Unidentified sp.1,NA,NA,Frugivory,4
BPI0159,BPA014,BPR013,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Unidentified,Unidentified,Unknown 127,Unidentified sp.2,NA,NA,Frugivory,2
BPI0160,BPA014,BPR013,Centurio,Centurio senex,Centurio senex,Frugivore,Anacardiaceae,Spondias,Spondias radlkoferi,Spondias radlkoferi,Tree,Early,Frugivory,1
BPI0161,BPA014,BPR013,Chiroderma,Chiroderma trinitatum,Chiroderma gorgasi,Frugivore,Moraceae,Ficus,Ficus popenoei,Ficus popenoei,Tree,Late,Frugivory,5
BPI0162,BPA014,BPR013,Chiroderma,Chiroderma villosum,Chiroderma villosum,Frugivore,Moraceae,Ficus,Ficus popenoei,Ficus popenoei,Tree,Late,Frugivory,6
BPI0163,BPA014,BPR013,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Urticaceae,Cecropia,Cecropia eximia,Cecropia insignis,Tree,Early,Frugivory,1
BPI0164,BPA014,BPR013,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Unidentified,Unidentified,Unknown 201,Unidentified sp.4,NA,NA,Nectarivory,1
BPI0165,BPA014,BPR013,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Malvaceae,Ochroma,Ochroma lagopus,Ochroma pyramidale,Tree,Early,Nectarivory,3
BPI0166,BPA014,BPR013,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Piperaceae,Piper,Piper 109,Piper sp.1,Shrub,NA,Frugivory,1
BPI0167,BPA014,BPR013,Lampronycteris,Micronycteris brachyotis,Lampronycteris brachyotis,Foliage gleaner,Malvaceae,Ochroma,Ochroma lagopus,Ochroma pyramidale,Tree,Early,Nectarivory,1
BPI0168,BPA014,BPR013,Phylloderma,Phylloderma stenops,Phylloderma stenops,Omnivore,Unidentified,Unidentified,Unknown 110,Unidentified sp.4,NA,NA,Frugivory,1
BPI0169,BPA014,BPR013,Phylloderma,Phylloderma stenops,Phylloderma stenops,Omnivore,Unidentified,Unidentified,Unknown 151,Unidentified sp.4,NA,NA,Frugivory,1
BPI0170,BPA014,BPR013,Phyllostomus,Phyllostomus discolor,Phyllostomus discolor,Omnivore,Urticaceae,Cecropia,Cecropia eximia,Cecropia insignis,Tree,Early,Frugivory,2
BPI0171,BPA014,BPR013,Phyllostomus,Phyllostomus discolor,Phyllostomus discolor,Omnivore,Malvaceae,Ochroma,Ochroma lagopus,Ochroma pyramidale,Tree,Early,Nectarivory,6
BPI0172,BPA014,BPR013,Phyllostomus,Phyllostomus discolor,Phyllostomus discolor,Omnivore,Malvaceae,Pseudobombax,Pseudobombax septenatum,Pseudobombax septenatum,Tree,NA,Nectarivory,6
BPI0173,BPA014,BPR013,Phyllostomus,Phyllostomus discolor,Phyllostomus discolor,Omnivore,Unidentified,Unidentified,Unknown 202,Unidentified sp.4,NA,NA,Nectarivory,1
BPI0174,BPA014,BPR013,Phyllostomus,Phyllostomus discolor,Phyllostomus discolor,Omnivore,Unidentified,Unidentified,Unknown 124,Unidentified sp.4,NA,NA,Frugivory,3
BPI0175,BPA014,BPR013,Vampyressa,Vampyressa pusilla,Vampyressa thyone,Frugivore,Moraceae,Ficus,Ficus yoponensis,Ficus yoponensis,Tree,Late,Frugivory,13
BPI0176,BPA014,BPR013,Vampyrodes,Vampyrodes caraccioli,Vampyrodes major,Frugivore,Moraceae,Ficus,Ficus insipida,Ficus insipida,Tree,Late,Frugivory,17
BPI0177,BPA014,BPR013,Vampyrodes,Vampyrodes caraccioli,Vampyrodes major,Frugivore,Moraceae,Ficus,Ficus sp.,Ficus sp.,NA,NA,Frugivory,11
BPI0178,BPA014,BPR013,Platyrrhinus,Vampyrops helleri,Platyrrhinus helleri,Frugivore,Moraceae,Ficus,Ficus insipida,Ficus insipida,Tree,Late,Frugivory,6
BPI0179,BPA015,BPR014,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Moraceae,Ficus,Ficus ovalis,Ficus crassinervia,Tree,NA,Frugivory,NA
BPI0180,BPA015,BPR014,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Moraceae,Ficus,Ficus morazaniana,Ficus crocata,Tree,NA,Frugivory,NA
BPI0181,BPA015,BPR014,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Moraceae,Brosimum,Brosimum alicastrum,Brosimum alicastrum,Tree,Late,Frugivory,NA
BPI0182,BPA015,BPR014,Artibeus,Artibeus phaeotis,Artibeus phaeotis,Frugivore,Moraceae,Ficus,Ficus ovalis,Ficus crassinervia,Tree,NA,Frugivory,NA
BPI0183,BPA015,BPR014,Artibeus,Artibeus phaeotis,Artibeus phaeotis,Frugivore,Muntingiaceae,Muntingia,Muntingia calabura,Muntingia calabura,Tree,NA,Frugivory,NA
BPI0184,BPA015,BPR014,Artibeus,Artibeus toltecus,Artibeus toltecus,Frugivore,Piperaceae,Piper,Piper amalago,Piper amalago,Shrub,Early,Frugivory,NA
BPI0185,BPA015,BPR014,Artibeus,Artibeus toltecus,Artibeus toltecus,Frugivore,Moraceae,Ficus,Ficus ovalis,Ficus crassinervia,Tree,NA,Frugivory,NA
BPI0186,BPA015,BPR014,Artibeus,Artibeus toltecus,Artibeus toltecus,Frugivore,Muntingiaceae,Muntingia,Muntingia calabura,Muntingia calabura,Tree,NA,Frugivory,NA
BPI0187,BPA015,BPR014,Artibeus,Artibeus toltecus,Artibeus toltecus,Frugivore,Moraceae,Brosimum,Brosimum alicastrum,Brosimum alicastrum,Tree,Late,Frugivory,NA
BPI0188,BPA015,BPR014,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper amalago,Piper amalago,Shrub,Early,Frugivory,NA
BPI0189,BPA015,BPR014,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Moraceae,Ficus,Ficus ovalis,Ficus crassinervia,Tree,NA,Frugivory,NA
BPI0190,BPA015,BPR014,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Muntingiaceae,Muntingia,Muntingia calabura,Muntingia calabura,Tree,NA,Frugivory,NA
BPI0191,BPA015,BPR014,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper pseudo-fuligineum,Piper pseudofuligineum,Shrub,Early,Frugivory,NA
BPI0192,BPA015,BPR014,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Hypericaceae,Vismia,Vismia baccifera,Vismia baccifera,Tree,Early,Frugivory,NA
BPI0193,BPA015,BPR014,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0194,BPA015,BPR014,Carollia,Carollia subrufa,Carollia subrufa,Frugivore,Piperaceae,Piper,Piper amalago,Piper amalago,Shrub,Early,Frugivory,NA
BPI0195,BPA015,BPR014,Carollia,Carollia subrufa,Carollia subrufa,Frugivore,Moraceae,Ficus,Ficus ovalis,Ficus crassinervia,Tree,NA,Frugivory,NA
BPI0196,BPA015,BPR014,Carollia,Carollia subrufa,Carollia subrufa,Frugivore,Muntingiaceae,Muntingia,Muntingia calabura,Muntingia calabura,Tree,NA,Frugivory,NA
BPI0197,BPA015,BPR014,Carollia,Carollia subrufa,Carollia subrufa,Frugivore,Piperaceae,Piper,Piper pseudo-fuligineum,Piper pseudofuligineum,Shrub,Early,Frugivory,NA
BPI0198,BPA015,BPR014,Carollia,Carollia subrufa,Carollia subrufa,Frugivore,Hypericaceae,Vismia,Vismia baccifera,Vismia baccifera,Tree,Early,Frugivory,NA
BPI0199,BPA015,BPR014,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Piperaceae,Piper,Piper amalago,Piper amalago,Shrub,Early,Frugivory,NA
BPI0200,BPA015,BPR014,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Moraceae,Ficus,Ficus ovalis,Ficus crassinervia,Tree,NA,Frugivory,NA
BPI0201,BPA015,BPR014,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Muntingiaceae,Muntingia,Muntingia calabura,Muntingia calabura,Tree,NA,Frugivory,NA
BPI0202,BPA015,BPR014,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Urticaceae,Cecropia,Cecropia peltata,Cecropia peltata,Tree,Early,Frugivory,NA
BPI0203,BPA015,BPR014,Sturnira,Sturnira lilium,Sturnira parvidens,Frugivore,Moraceae,Ficus,Ficus ovalis,Ficus crassinervia,Tree,NA,Frugivory,NA
BPI0204,BPA015,BPR014,Sturnira,Sturnira lilium,Sturnira parvidens,Frugivore,Muntingiaceae,Muntingia,Muntingia calabura,Muntingia calabura,Tree,NA,Frugivory,NA
BPI0205,BPA016,BPR015,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Passifloraceae,Tetrastylis,Tetrastylis ovalis,Tetrastylis ovalis,Vine,Late,Nectarivory,NA
BPI0206,BPA016,BPR015,Rhinophylla,Rhinophylla pumilio,Rhinophylla pumilio,Frugivore,Passifloraceae,Tetrastylis,Tetrastylis ovalis,Tetrastylis ovalis,Vine,Late,Nectarivory,NA
BPI0207,BPA017,BPR016,Anoura,Anoura caudifer,Anoura caudifer,Nectarivore,Malvaceae,Bakeridesia,Abutilon rufinerve var. latifolium,Bakeridesia rufinervis,Tree,NA,Nectarivory,NA
BPI0208,BPA018,BPR016,Anoura,Anoura caudifer,Anoura caudifer,Nectarivore,Malvaceae,Abutilon,Abutilon regnellii,Abutilon regnellii,Shrub,Early,Nectarivory,NA
BPI0209,BPA019,BPR016,Anoura,Anoura caudifer,Anoura caudifer,Nectarivore,Malvaceae,Abutilon,Abutilon aff. regnellii,Abutilon regnellii,Shrub,Early,Nectarivory,NA
BPI0210,BPA020,BPR017,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Solanaceae,Solanum,Solanum granulosoleprosum,Solanum granuloso-leprosum,Tree,Early,Frugivory,NA
BPI0211,BPA020,BPR017,Pygoderma,Pygoderma bilabiatum,Pygoderma bilabiatum,Frugivore,Solanaceae,Solanum,Solanum granulosoleprosum,Solanum granuloso-leprosum,Tree,Early,Frugivory,NA
BPI0212,BPA020,BPR017,Sturnira,Sturnira lilium,Sturnira lilium,Frugivore,Solanaceae,Solanum,Solanum granulosoleprosum,Solanum granuloso-leprosum,Tree,Early,Frugivory,NA
BPI0213,BPA021,BPR018,Artibeus,Artibeus jamaicensis,Artibeus planirostris,Frugivore,Sapotaceae,Manilkara,Achras sapota,Manilkara zapota,Tree,Late,Frugivory,NA
BPI0214,BPA021,BPR018,Artibeus,Artibeus jamaicensis,Artibeus planirostris,Frugivore,Urticaceae,Cecropia,Cecropia bureaniana,Cecropia palmata,Tree,Early,Frugivory,NA
BPI0215,BPA021,BPR018,Artibeus,Artibeus jamaicensis,Artibeus planirostris,Frugivore,Moraceae,Ficus,Ficus radula,Ficus maxima,Tree,Late,Frugivory,NA
BPI0216,BPA021,BPR018,Artibeus,Artibeus jamaicensis,Artibeus planirostris,Frugivore,Moraceae,Ficus,Ficus retusa var. nitida,Ficus microcarpa,Tree,NA,Frugivory,NA
BPI0217,BPA021,BPR018,Artibeus,Artibeus jamaicensis,Artibeus planirostris,Frugivore,Moraceae,Ficus,Ficus sp.,Ficus sp.,Tree,NA,Frugivory,NA
BPI0218,BPA021,BPR018,Artibeus,Artibeus jamaicensis,Artibeus planirostris,Frugivore,Myrtaceae,Syzygium,Jambosa vulgaris,Syzygium jambos,Tree,Late,Frugivory,NA
BPI0219,BPA021,BPR018,Artibeus,Artibeus jamaicensis,Artibeus planirostris,Frugivore,Arecaceae,Oenocarpus,Cenocarpus disticus,Oenocarpus distichus,Palm-tree,NA,Frugivory,NA
BPI0220,BPA021,BPR018,Artibeus,Artibeus jamaicensis,Artibeus planirostris,Frugivore,Arecaceae,Socratea,Iriartea exorrhiza,Socratea exorrhiza,Palm-tree,Late,Frugivory,NA
BPI0221,BPA021,BPR018,Artibeus,Artibeus jamaicensis,Artibeus planirostris,Frugivore,Myrtaceae,Psidium,Psidium guajava,Psidium guajava,Tree,Late,Frugivory,NA
BPI0222,BPA021,BPR018,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Leguminosae,Alexa,Alexa grandiflora,Alexa grandiflora,Tree,Late,Nectarivory,NA
BPI0223,BPA021,BPR018,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Bignoniaceae,Crescentia,Crescentia amazonica,Crescentia amazonica,Shrub,NA,Nectarivory,NA
BPI0224,BPA021,BPR018,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Bignoniaceae,Crescentia,Crescentia cujete,Crescentia cujete,Tree,NA,Nectarivory,NA
BPI0225,BPA021,BPR018,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Sapotaceae,Manilkara,Achras sapota,Manilkara zapota,Tree,Late,Frugivory,NA
BPI0226,BPA021,BPR018,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Urticaceae,Cecropia,Cecropia bureaniana,Cecropia palmata,Tree,Early,Frugivory,NA
BPI0227,BPA021,BPR018,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Capparaceae,Crateva,Crataeva benthamii,Crateva tapia,Tree,NA,Nectarivory,NA
BPI0228,BPA021,BPR018,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Leguminosae,Elizabetha,Elizabetha paraense,Elizabetha paraensis,Tree,NA,Nectarivory,NA
BPI0229,BPA021,BPR018,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Leguminosae,Hymenaea,Hymenaea courbaril,Hymenaea courbaril,Tree,Late,Nectarivory,NA
BPI0230,BPA021,BPR018,Phyllostomus,Phyllostomus discolor,Phyllostomus discolor,Omnivore,Leguminosae,Parkia,Parkia gigantocarpa,Parkia gigantocarpa,Tree,Late,Nectarivory,NA
BPI0231,BPA021,BPR018,Phyllostomus,Phyllostomus discolor,Phyllostomus discolor,Omnivore,Leguminosae,Parkia,Parkia pendula,Parkia pendula,Tree,Late,Nectarivory,NA
BPI0232,BPA021,BPR018,Phyllostomus,Phyllostomus hastatus,Phyllostomus hastatus,Omnivore,Leguminosae,Parkia,Parkia gigantocarpa,Parkia gigantocarpa,Tree,Late,Nectarivory,NA
BPI0233,BPA021,BPR018,Phyllostomus,Phyllostomus hastatus,Phyllostomus hastatus,Omnivore,Leguminosae,Parkia,Parkia pendula,Parkia pendula,Tree,Late,Nectarivory,NA
BPI0234,BPA021,BPR018,Uroderma,Uroderma bilobatum,Uroderma bilobatum,Frugivore,Moraceae,Ficus,Ficus radula,Ficus maxima,Tree,Late,Frugivory,NA
BPI0235,BPA021,BPR018,Uroderma,Uroderma bilobatum,Uroderma bilobatum,Frugivore,Moraceae,Ficus,Ficus retusa var. nitida,Ficus microcarpa,Tree,NA,Frugivory,NA
BPI0236,BPA021,BPR018,Uroderma,Uroderma bilobatum,Uroderma bilobatum,Frugivore,Moraceae,Ficus,Ficus sp.,Ficus sp.,Tree,NA,Frugivory,NA
BPI0237,BPA022,BPR019,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Cactaceae,Stenocereus,Stenocereus stellatus,Stenocereus stellatus,Succulent,Early,Nectarivory,4
BPI0238,BPA022,BPR019,Leptonycteris,Leptonycteris curasoae yerbauenae,Leptonycteris yerbabuenae,Nectarivore,Cactaceae,Stenocereus,Stenocereus stellatus,Stenocereus stellatus,Succulent,Early,Nectarivory,33
BPI0239,BPA023,BPR019,Choeronycteris,Choeronycteris mexicana,Choeronycteris mexicana,Nectarivore,Cactaceae,Stenocereus,Stenocereus stellatus,Stenocereus stellatus,Succulent,Early,Nectarivory,37
BPI0240,BPA023,BPR019,Leptonycteris,Leptonycteris nivalis,Leptonycteris nivalis,Nectarivore,Cactaceae,Stenocereus,Stenocereus stellatus,Stenocereus stellatus,Succulent,Early,Nectarivory,11
BPI0241,BPA024,BPR020,Artibeus,Artibeus cinereus,Artibeus cinereus,Frugivore,Moraceae,Ficus,Ficus sp.,Ficus sp.,NA,NA,Frugivory,1
BPI0242,BPA024,BPR020,Artibeus,Artibeus concolor,Artibeus concolor,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,3
BPI0243,BPA024,BPR020,Artibeus,Artibeus jamaicensis,Artibeus planirostris,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,6
BPI0244,BPA024,BPR020,Artibeus,Artibeus jamaicensis,Artibeus planirostris,Frugivore,Moraceae,Ficus,Ficus sp.,Ficus sp.,NA,NA,Frugivory,1
BPI0245,BPA024,BPR020,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,17
BPI0246,BPA024,BPR020,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Moraceae,Ficus,Ficus sp.,Ficus sp.,NA,NA,Frugivory,3
BPI0247,BPA024,BPR020,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Hypericaceae,Vismia,Vismia sp.,Vismia sp.,NA,Early,Frugivory,36
BPI0248,BPA024,BPR020,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Solanaceae,Solanum,Solanum sp.,Solanum sp.,NA,Early,Frugivory,40
BPI0249,BPA024,BPR020,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper sp.,Piper sp.,Shrub,Early,Frugivory,32
BPI0250,BPA024,BPR020,Sturnira,Slurnira lilium,Sturnira giannae,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,1
BPI0251,BPA024,BPR020,Sturnira,Slurnira lilium,Sturnira giannae,Frugivore,Hypericaceae,Vismia,Vismia sp.,Vismia sp.,NA,Early,Frugivory,2
BPI0252,BPA024,BPR020,Sturnira,Slurnira lilium,Sturnira giannae,Frugivore,Solanaceae,Solanum,Solanum sp.,Solanum sp.,NA,Early,Frugivory,14
BPI0253,BPA024,BPR020,Sturnira,Slurnira lilium,Sturnira giannae,Frugivore,Piperaceae,Piper,Piper sp.,Piper sp.,Shrub,Early,Frugivory,8
BPI0254,BPA025,BPR021,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Annonaceae,Rollinia,Annona exsucca,Rollinia exsucca ,Tree,Early,Frugivory,NA
BPI0255,BPA025,BPR021,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Burseraceae,Protium,Protium araguense,Protium araguense,Tree,NA,Frugivory,NA
BPI0256,BPA025,BPR021,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Hypericaceae,Vismia,Vismia guianensis,Vismia guianensis,Tree,Early,Frugivory,NA
BPI0257,BPA025,BPR021,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Hypericaceae,Vismia,Vismia latifolia,Vismia latifolia,Tree,Early,Frugivory,NA
BPI0258,BPA025,BPR021,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Hypericaceae,Vismia,Vismia sessilifolia,Vismia sessilifolia,Shrub,Early,Frugivory,NA
BPI0259,BPA025,BPR021,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper aduncum,Piper aduncum,Shrub,Early,Frugivory,NA
BPI0260,BPA025,BPR021,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper hostmannianum,Piper hostmannianum,Shrub,NA,Frugivory,NA
BPI0261,BPA025,BPR021,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Solanaceae,Solanum,Solanum asperum,Solanum asperum,Shrub,Early,Frugivory,NA
BPI0262,BPA025,BPR021,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Solanaceae,Solanum,Solanum rugosum,Solanum rugosum,Shrub,Early,Frugivory,NA
BPI0263,BPA025,BPR021,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Solanaceae,Solanum,Solanum subinerme,Solanum subinerme,Shrub,Early,Frugivory,NA
BPI0264,BPA025,BPR021,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Leguminosae,Eperua,Eperua falcata,Eperua falcata,Tree,Late,Nectarivory,NA
BPI0265,BPA026,BPR022,Artibeus,Artibeus jamaicensis,Artibeus planirostris,Frugivore,Moraceae,Ficus,Ficus sp.,Ficus sp.,NA,NA,Frugivory,9
BPI0266,BPA026,BPR022,Artibeus,Artibeus jamaicensis,Artibeus planirostris,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,4
BPI0267,BPA026,BPR022,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,5
BPI0268,BPA026,BPR022,Artibeus,Artibeus obscurus,Artibeus obscurus,Frugivore,Urticaceae,Cecropia,Cecropia obtusa,Cecropia obtusa,Tree,Early,Frugivory,7
BPI0269,BPA026,BPR022,Carollia,Carollia brevicauda,Carollia brevicauda,Frugivore,Cyclanthaceae,Evodianthus,Evodianthus funifer,Evodianthus funifer,Herb,Late,Frugivory,1
BPI0270,BPA026,BPR022,Carollia,Carollia brevicauda,Carollia brevicauda,Frugivore,Cyclanthaceae,Asplundia,Asplundia sp.,Asplundia sp.,Vine,Late,Frugivory,1
BPI0271,BPA026,BPR022,Carollia,Carollia brevicauda,Carollia brevicauda,Frugivore,Araceae,Philodendron,Philodendron sp.,Philodendron sp.,Herb,NA,Frugivory,1
BPI0272,BPA026,BPR022,Carollia,Carollia brevicauda,Carollia brevicauda,Frugivore,Piperaceae,Piper,Piper sp.,Piper sp.,Shrub,NA,Frugivory,1
BPI0273,BPA026,BPR022,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Cyclanthaceae,Evodianthus,Evodianthus funifer,Evodianthus funifer,Herb,Late,Frugivory,1
BPI0274,BPA026,BPR022,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Cyclanthaceae,Asplundia,Asplundia sp.,Asplundia sp.,Vine,Late,Frugivory,2
BPI0275,BPA026,BPR022,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Araceae,Philodendron,Philodendron sp.,Philodendron sp.,Herb,NA,Frugivory,6
BPI0276,BPA026,BPR022,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Schlegeliaceae,Schlegelia,Schlegelia paraensis,Schlegelia paraensis,Vine,Late,Frugivory,1
BPI0277,BPA026,BPR022,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper sp.,Piper sp.,Shrub,NA,Frugivory,2
BPI0278,BPA026,BPR022,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Solanaceae,Solanum,Solanum sp.,Solanum sp.,NA,NA,Frugivory,3
BPI0279,BPA026,BPR022,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Hypericaceae,Vismia,Vismia sp.,Vismia sp.,NA,NA,Frugivory,1
BPI0280,BPA026,BPR022,Platyrrhinus,Platyrrhinus helleri,Platyrrhinus sp.,Frugivore,Moraceae,Ficus,Ficus sp.,Ficus sp.,NA,NA,Frugivory,2
BPI0281,BPA026,BPR022,Platyrrhinus,Rhinophylla pumilio,Platyrrhinus sp.,Frugivore,Cyclanthaceae,Evodianthus,Evodianthus funifer,Evodianthus funifer,Herb,Late,Frugivory,10
BPI0282,BPA026,BPR022,Rhinophylla,Rhinophylla pumilio,Rhinophylla pumilio,Frugivore,Cyclanthaceae,Asplundia,Asplundia sp.,Asplundia sp.,Vine,Late,Frugivory,5
BPI0283,BPA026,BPR022,Rhinophylla,Rhinophylla pumilio,Rhinophylla pumilio,Frugivore,Cyclanthaceae,Thoracocarpus,Thoracocarpus bissectus,Thoracocarpus bissectus,Vine,Late,Frugivory,3
BPI0284,BPA026,BPR022,Rhinophylla,Rhinophylla pumilio,Rhinophylla pumilio,Frugivore,Araceae,Philodendron,Philodendron sp.,Philodendron sp.,Herb,NA,Frugivory,15
